Index,Object,Intent,Session,GraspType,GraspTypeIndex,Rank,Error,PoseIndex,HandConfiguration,Image
515,flashlight,handoff,16,Small Wrap,3,7,0.118495,1564,"6,0.518192,0.197745,0.83209,-0.0185262,0.854291,-0.16607,-0.492551,-0.0105331,0.0407859,0.966084,-0.254988,0.107113,0.239791,2.05872,0.654138,2.39521",screenshots/flashlight_16_handoff.png
516,flashlight,handoff,17,Precision,6,14,-0.13453300000000001,617,"13,0.268649,0.833343,0.483081,-0.0507048,-0.738072,0.500343,-0.452666,0.0226241,-0.618932,-0.23494,0.749484,-0.0343993,0.0482241,2.51327,1.23421,1.41873",screenshots/flashlight_17_handoff.png
517,flashlight,handoff,18,Small Wrap,3,1,-0.12676499999999999,1292,"0,0.233897,0.0857567,0.968472,-0.00960069,-0.963298,-0.11451,0.242787,-0.0221849,0.131721,-0.989714,0.0558256,0.144277,3.14159,2.51327,2.1102,2.61512",screenshots/flashlight_18_handoff.png
518,flashlight,handoff,19,Precision,6,6,0.033189000000000003,1268,"5,-0.21836,0.377099,0.900064,-0.0934288,0.396169,0.877153,-0.271388,0.0120643,-0.891834,0.297318,-0.34093,0.0728451,0.014062,1.243,1.10912,1.46345",screenshots/flashlight_19_handoff.png
556,flashlight,use,7,Power Sphere,4,1,0.042623000000000001,1310,,screenshots/flashlight_7_use.png
557,flashlight,use,8,Small Wrap,3,4,0.046649000000000003,1292,"4,-0.0245279,-0.063828,0.997659,-0.0120018,-0.986458,-0.160337,-0.0345104,-0.0151889,0.162164,-0.984997,-0.0590309,0.13235,3.14159,2.51327,2.1102,2.5719",screenshots/flashlight_8_use.png
558,flashlight,use,9,Small Wrap,3,1,-0.036958999999999999,1196,"0,-0.357724,-0.0678025,-0.931362,0.0194764,0.933398,-0.0561861,-0.354416,-0.0120202,-0.0282994,-0.996115,0.083386,0.122444,3.14159,2.10999,1.79198,2.39531",screenshots/flashlight_9_use.png
559,flashlight,use,10,Precision Sphere,5,2,0.015698,584,"1,-0.297026,-0.707898,0.640824,-0.0580608,-0.923457,0.38368,-0.00418933,0.00801462,-0.242906,-0.593018,-0.767676,0.174662,1.22782,1.54025,2.00588,1.31498",screenshots/flashlight_10_use.png
560,flashlight,use,11,Small Wrap,3,1,-0.014661,1310,"0,-0.925456,0.105446,0.363883,-0.012121,0.364425,0.510323,0.77895,-0.0153892,-0.103561,0.853492,-0.510709,0.129867,0.122896,2.22213,2.30967,0.0290803",screenshots/flashlight_11_use.png
561,flashlight,use,12,Small Wrap,3,1,0.033505,1532,"0,0.944396,0.120558,-0.30591,0.0272209,-0.32108,0.137594,-0.937003,0.0238988,-0.0708718,0.983123,0.168652,0.122176,0,2.51327,1.99059,2.57787",screenshots/flashlight_12_use.png
562,flashlight,use,13,Small Wrap,3,1,-0.019507,1292,"0,0.139939,0.0103377,0.990106,-0.0119935,-0.974355,-0.176511,0.139556,-0.0208345,0.176208,-0.984245,-0.0146285,0.133555,3.14159,2.51327,2.1102,2.60065",screenshots/flashlight_13_use.png
563,flashlight,use,14,Small Wrap,3,3,-0.0046860000000000001,2285,"2,-0.928899,-0.294851,0.224074,-0.0336245,-0.358856,0.567184,-0.741299,0.012574,0.0914814,-0.769003,-0.632666,0.0064227,0,2.51327,1.96407,2.54481",screenshots/flashlight_14_use.png
564,flashlight,use,15,Small Wrap,3,1,-0.076775999999999997,1961,"0,-0.471099,-0.327212,0.819144,-0.0289444,-0.878109,0.0859492,-0.470677,-0.0129758,0.0836067,-0.941034,-0.327819,0.00291359,0,2.51327,2.03445,2.11644",screenshots/flashlight_15_use.png
565,flashlight,use,16,Small Wrap,3,1,-0.12659999999999999,1292,"0,0.10906,-0.00171026,0.994033,-0.0105248,-0.986733,-0.12117,0.10805,-0.0196923,0.120262,-0.992631,-0.0149021,0.135777,3.14159,2.51327,2.1102,2.59971",screenshots/flashlight_16_use.png
566,flashlight,use,17,Precision,6,1,-0.14629,2997,"0,-0.350308,0.149143,0.924685,-0.0762483,-0.325615,0.906272,-0.269529,0.0376415,-0.878214,-0.395509,-0.268911,0.074366,0.00313674,1.06676,1.60599,1.21804",screenshots/flashlight_17_use.png
567,flashlight,use,18,Small Wrap,3,4,0.035865000000000001,556,"3,0.702661,-0.159661,-0.693379,-0.00331599,0.71151,0.163778,0.683322,-0.021355,0.00446015,-0.973491,0.228681,0.112539,3.14159,2.22838,1.8907,2.18061",screenshots/flashlight_18_use.png
568,flashlight,use,19,Precision,6,7,0.089020000000000002,1392,"6,0.217011,-0.261318,-0.940542,0.0961038,-0.418249,-0.895474,0.152293,0.000434621,-0.882027,0.360332,-0.303623,0.110006,0.0422341,1.32573,1.13009,1.48206",screenshots/flashlight_19_use.png
605,hammer,handoff,6,Precision Sphere,5,1,0.131352,1268,"0,0.130413,-0.43839,0.889273,-0.172917,-0.158161,-0.894646,-0.417844,0.00186476,0.978763,-0.0861558,-0.186009,0.031731,0.326025,1.59607,1.64111,0.943432",screenshots/hammer_6_handoff.png
606,hammer,handoff,7,Small Wrap,3,1,-0.058044999999999999,1801,"0,0.139769,0.134895,0.980952,-0.123952,0.961213,-0.256369,-0.101702,0.0253885,0.237767,0.95712,-0.165496,0.0197503,0.172243,2.40911,0.790797,1.17191",screenshots/hammer_7_handoff.png
607,hammer,handoff,8,Small Wrap,3,4,-0.058653999999999998,1248,"3,-0.0524209,0.52786,0.847712,-0.145122,0.186415,0.83913,-0.510988,0.0395319,-0.981072,0.13124,-0.142389,0.0231235,0,2.51327,2.15176,1.26742",screenshots/hammer_8_handoff.png
608,hammer,handoff,9,Precision,6,1,-0.0079319999999999998,130,"0,0.959523,0.140218,-0.244241,-0.0765709,0.279665,-0.576623,0.767654,-0.0406897,-0.0331964,-0.804887,-0.592498,0.0737513,0.0995251,1.47731,1.29602,1.23422",screenshots/hammer_9_handoff.png
609,hammer,handoff,10,Precision Sphere,5,3,0.020952999999999999,439,"2,-0.141432,-0.171423,0.974993,-0.177925,0.156593,-0.976366,-0.148949,0.0185684,0.977484,0.131611,0.164933,0.0011487,0.132431,1.6173,1.6735,1.3256",screenshots/hammer_10_handoff.png
610,hammer,handoff,11,Power Sphere,4,1,0.106963,326,"0,-0.130228,0.0381895,-0.990748,0.101831,-0.178986,0.981935,0.0613762,-0.0282088,0.975194,0.185323,-0.12104,0.00205598,0.185875,1.16614,0.914792,1.56291",screenshots/hammer_11_handoff.png
611,hammer,handoff,12,Small Wrap,3,1,0.026727000000000001,1084,"0,-0.0983511,0.929065,-0.356602,0.057389,0.978073,0.024143,-0.206854,0.0191029,-0.183571,-0.369127,-0.911069,0.0315166,0,2.51327,2.51327,0.000171363",screenshots/hammer_12_handoff.png
612,hammer,handoff,13,Power Sphere,4,5,0.068281999999999995,2873,"4,-0.221276,0.192694,-0.955984,0.0985237,-0.269096,0.930161,0.249776,-0.00899934,0.937349,0.312521,-0.153969,0.0275603,0.195929,1.25747,1.64255,1.2067",screenshots/hammer_13_handoff.png
613,hammer,handoff,14,Invalid,7,16,0.19176000000000001,2736,"15,0.0332366,0.833704,0.55121,-0.120256,-0.945076,0.205644,-0.25405,0.0253843,-0.325156,-0.512492,0.794749,0.00708304,0.0762681,0.451789,1.53002,1.97348",screenshots/hammer_14_handoff.png
614,hammer,handoff,15,Power Sphere,4,6,0.033300999999999997,334,"5,0.0565289,0.0219755,-0.998159,0.120445,0.912694,0.404127,0.0605859,-0.00483375,0.404714,-0.914439,0.00278813,0.0554145,0.129922,1.26883,1.32512,1.47995",screenshots/hammer_15_handoff.png
615,hammer,handoff,16,Small Wrap,3,1,0.021531999999999999,160,"0,0.990494,0.00727563,0.137362,0.0153169,0.0752146,0.807444,-0.585128,0.0259628,-0.11517,0.589898,0.799221,0.00437798,3.14159,2.0955,1.396,2.34047",screenshots/hammer_16_handoff.png
616,hammer,handoff,17,Precision,6,6,-0.179863,1740,"5,-0.993733,0.0927018,-0.0624467,0.0397937,0.0831033,0.986394,0.141849,-0.00726157,0.0747466,0.13577,-0.987916,0.105573,0.00425063,1.20917,1.10987,1.39824",screenshots/hammer_17_handoff.png
617,hammer,handoff,18,Power Sphere,4,7,0.044290999999999997,968,"6,-0.136746,0.166006,-0.976597,0.11479,0.977998,0.179412,-0.106445,0.0167793,0.157543,-0.969666,-0.186887,0.0586642,0.176404,1.37939,1.09561,1.54968",screenshots/hammer_18_handoff.png
618,hammer,handoff,19,Power Sphere,4,9,0.061889,328,"8,0.110824,0.0294749,-0.993403,0.121436,0.974893,0.191019,0.114427,0.0032164,0.193132,-0.981143,-0.00756544,0.0535523,0.146692,1.23804,1.29424,1.14483",screenshots/hammer_19_handoff.png
655,hammer,use,6,Invalid,7,16,0.107201,352,,screenshots/hammer_6_use.png
656,hammer,use,7,Invalid,4,18,0.019470000000000001,328,,screenshots/hammer_7_use.png
657,hammer,use,8,Power Sphere,4,11,0.14788799999999999,2698,"10,0.0378379,0.181314,-0.982696,0.116006,0.3632,-0.91864,-0.155511,0.0265516,-0.930942,-0.351032,-0.100613,0.0152205,0,2.51327,2.37337,1.33359",screenshots/hammer_8_use.png
658,hammer,use,9,Power Sphere,4,7,0.062377000000000002,328,"6,0.0447452,-0.040363,-0.998183,0.115457,0.947463,0.318494,0.029593,-0.00148863,0.31672,-0.947065,0.0524934,0.0497588,0.175878,1.25922,1.22039,1.33224",screenshots/hammer_9_use.png
659,hammer,use,10,Power Sphere,4,8,0.077295000000000003,2684,"7,0.121617,-0.00936141,-0.992533,0.114934,0.0742687,0.997237,-0.000305591,0.0401875,0.989794,-0.0736769,0.121977,0.00450887,0.0367582,2.22228,1.93893,1.39892",screenshots/hammer_10_use.png
660,hammer,use,11,Small Wrap,3,8,0.092536999999999994,161,,screenshots/hammer_11_use.png
661,hammer,use,12,Small Wrap,3,9,-0.043859000000000002,2416,"8,0.0763907,0.980724,0.179851,0.0889975,0.996784,-0.0794929,0.0100947,0.0394114,0.024197,0.178502,-0.983642,0.0254853,0.00833232,2.50914,2.03354,2.11049",screenshots/hammer_12_use.png
662,hammer,use,13,Small Wrap,3,6,-0.0022290000000000001,2010,"5,-0.0383782,0.994972,-0.0925006,0.079342,0.899459,0.0747231,0.43057,0.0327799,0.435317,-0.0666761,-0.897805,0.0416029,0,2.51327,1.99193,2.64722",screenshots/hammer_13_use.png
664,hammer,use,15,Power Sphere,4,1,-0.075149999999999995,2702,"0,-0.182501,0.0845237,-0.979565,0.140863,-0.11075,-0.991724,-0.0649392,0.0659755,-0.976948,0.0966356,0.190351,-0.00650705,0.0404062,1.17642,1.14793,1.322",screenshots/hammer_15_use.png
665,hammer,use,16,Power Sphere,4,9,0.072137000000000007,333,"8,0.0353579,-0.0316091,-0.998875,0.108427,0.942615,0.333098,0.0228255,-0.00522758,0.332002,-0.942362,0.041573,0.036161,0.198794,1.32457,1.17736,1.58679",screenshots/hammer_16_use.png
666,hammer,use,17,Power Sphere,4,9,0.094976000000000005,968,"8,-0.201358,0.20063,-0.95875,0.108892,0.947969,-0.206498,-0.242306,0.0398334,-0.246594,-0.957656,-0.14861,0.0396561,0.168203,1.40511,1.3062,1.43881",screenshots/hammer_17_use.png
667,hammer,use,18,Small Wrap,3,6,0.068959999999999994,161,"5,0.97538,0.214392,-0.0516631,0.0235823,-0.181644,0.648196,-0.739492,0.0272131,-0.125053,0.73067,0.67118,-0.00189105,3.14159,2.23514,1.74441,1.86278",screenshots/hammer_18_use.png
668,hammer,use,19,Small Wrap,3,12,0.063644000000000006,1500,"11,-0.0354023,0.9983,-0.0463027,0.0795747,-0.942491,-0.0487594,-0.330654,0.0403885,-0.33235,0.0319339,0.942615,0.00825911,0.271351,2.12068,0.877576,2.39527",screenshots/hammer_19_use.png
705,knife,handoff,6,Power Sphere,4,1,-0.010968,2797,"0,-0.476417,-0.0218422,0.878948,-0.0252339,-0.199004,0.976426,-0.0836022,0.0249191,-0.856401,-0.214744,-0.469533,0.00839261,0.016298,2.5119,2.50112,0.00027965",screenshots/knife_6_handoff.png
706,knife,handoff,7,Invalid,7,16,0.074787000000000006,56,,screenshots/knife_7_handoff.png
707,knife,handoff,8,Invalid,7,19,-0.14877399999999999,1873,,screenshots/knife_8_handoff.png
708,knife,handoff,9,Power Sphere,4,5,0.0094280000000000006,2904,,screenshots/knife_9_handoff.png
709,knife,handoff,10,Small Wrap,3,1,-0.244445,2744,"0,0.938918,-0.0206994,0.343518,0.0158325,-0.065488,-0.990696,0.119298,0.0961349,0.337852,-0.134507,-0.931538,0.0126488,3.14159,2.51327,2.26187,2.33015",screenshots/knife_10_handoff.png
710,knife,handoff,11,Precision Sphere,5,3,-0.169826,1872,"2,0.966806,-0.206712,-0.150193,0.0197414,0.105888,0.859085,-0.500761,-0.0440073,0.232542,0.468234,0.852456,-0.042043,1.55587,1.57237,1.57237,1.74694",screenshots/knife_11_handoff.png
711,knife,handoff,12,Power Sphere,4,1,-0.058608,2796,"0,-0.46018,0.0172551,0.887658,-0.0226207,-0.204989,0.97073,-0.125141,0.0194502,-0.863836,-0.239547,-0.443174,0.00638789,0,2.51285,2.51325,0",screenshots/knife_12_handoff.png
712,knife,handoff,13,Small Wrap,3,1,-0.14356099999999999,2240,"0,-0.995255,0.0838704,-0.049313,0.0228988,-0.0913435,-0.980004,0.176765,0.058229,-0.0335017,0.180431,0.983017,0.00877488,3.14159,2.41928,2.30559,2.3953",screenshots/knife_13_handoff.png
713,knife,handoff,14,Power Sphere,4,1,0.015486,1508,"0,0.947537,0.140072,0.287318,-0.0035855,0.0776044,-0.972786,0.218321,0.00522274,0.31008,-0.18457,-0.932622,0.0148155,0.0764251,2.41292,1.80058,1.00032",screenshots/knife_14_handoff.png
714,knife,handoff,15,Invalid,7,16,-0.14257300000000001,967,,screenshots/knife_15_handoff.png
715,knife,handoff,16,Small Wrap,3,1,-0.010714,292,"0,0.404291,0.165935,0.899452,-0.0326026,0.0197765,-0.984761,0.172784,-0.0857607,0.914416,-0.0520672,-0.401412,0.00224039,0.184184,2.1297,1.01904,2.39571",screenshots/knife_16_handoff.png
716,knife,handoff,17,Power Sphere,4,4,-0.20733099999999999,61,"3,-0.989062,-0.0215963,0.14591,0.0260694,-0.0661501,0.949108,-0.307923,0.0196036,-0.131835,-0.314208,-0.940156,0.0128083,1.25183,1.72187,1.72187,0.34625",screenshots/knife_17_handoff.png
717,knife,handoff,18,Power Sphere,4,6,0.065532000000000007,2905,"5,0.994129,0.0437587,0.0989582,-0.00631293,0.0291821,-0.989115,0.144219,-0.0219808,0.104192,-0.140484,-0.984585,0.0151336,0,2.03704,2.51327,0.553261",screenshots/knife_18_handoff.png
718,knife,handoff,19,Power Sphere,4,1,0.038313,2797,"0,-0.485114,-0.0384023,0.873607,-0.0247587,-0.164346,0.985236,-0.0479518,0.0153144,-0.858868,-0.166836,-0.484263,0.0117915,0.0620513,2.51327,2.47783,0",screenshots/knife_19_handoff.png
755,knife,use,6,Small Wrap,3,1,-0.16830400000000001,1224,"0,0.052778,0.0220058,0.998363,-0.0161189,-0.0682844,-0.997338,0.0255931,-0.111713,0.996268,-0.0695235,-0.0511348,0.0221744,0,2.51327,2.07887,2.48527",screenshots/knife_6_use.png
756,knife,use,7,Small Wrap,3,3,-0.0077419999999999998,516,"2,-0.124392,0.237823,-0.96331,0.00437786,-0.159136,-0.963065,-0.217213,-0.0795401,-0.979389,0.126278,0.157644,0.0246563,0.0719123,2.33032,1.91309,2.39536",screenshots/knife_7_use.png
757,knife,use,8,Small Wrap,3,6,-0.14652000000000001,1224,,screenshots/knife_8_use.png
758,knife,use,9,Small Wrap,3,1,-0.065896999999999997,2620,,screenshots/knife_9_use.png
759,knife,use,10,Small Wrap,3,1,-0.070225999999999997,1760,"0,-0.177162,0.47575,-0.861553,-0.00056637,0.105832,-0.861116,-0.497271,-0.0798852,-0.978475,-0.179278,0.102208,-0.0110834,0,2.51327,2.10252,2.44892",screenshots/knife_10_use.png
760,knife,use,11,Small Wrap,3,1,-0.11013199999999999,2304,"0,0.261628,0.536449,-0.802354,0.00883833,0.0723473,-0.839871,-0.537942,-0.0869526,-0.962453,0.082693,-0.258545,-0.00882564,0,2.51327,2.51327,2.32954",screenshots/knife_11_use.png
761,knife,use,12,Small Wrap,3,1,-0.12510599999999999,1568,"0,-0.0603205,-0.0908545,0.994035,-0.0191419,-0.0376111,-0.994936,-0.0932192,-0.0944069,0.997471,-0.0430098,0.056598,-0.0078607,0.115783,2.2683,1.566,2.3951",screenshots/knife_12_use.png
762,knife,use,13,Small Wrap,3,1,-0.16098399999999999,2016,"0,0.911382,0.0151572,0.411282,0.00159496,-0.020659,-0.996376,0.0824998,-0.097153,0.411043,-0.0836856,-0.907766,0.0252446,0,2.51327,2.12923,2.48536",screenshots/knife_13_use.png
763,knife,use,14,Power Sphere,4,1,-0.028601000000000001,1604,"0,0.399238,-0.00651454,0.916824,-0.0246099,-0.023924,-0.999708,0.00331442,-0.0184897,0.916535,-0.0232573,-0.399277,0.00630303,0,2.36902,2.51327,0.381487",screenshots/knife_14_use.png
764,knife,use,15,Small Wrap,3,4,-0.12453599999999999,2212,"3,0.0616687,-0.205788,-0.976651,0.0127061,-0.0171719,-0.978587,0.205112,-0.087064,-0.997949,0.00412195,-0.063882,-0.0128636,0,2.51327,2.51327,2.41514",screenshots/knife_15_use.png
765,knife,use,16,Small Wrap,3,1,-0.16112399999999999,2620,"0,0.986989,0.0122642,0.160313,-0.034395,0.0654825,-0.941306,-0.331141,-0.0945932,0.146843,0.33733,-0.929863,0.0158279,0.00644806,2.44902,2.07757,2.39583",screenshots/knife_16_use.png
766,knife,use,17,Power Sphere,4,3,-0.076554999999999998,1605,"2,0.125923,0.620833,0.773763,-0.0178099,0.00336797,-0.780235,0.625478,-0.0416233,0.992034,-0.0761559,-0.10034,-0.000517371,0.0516128,2.23651,2.51327,0",screenshots/knife_17_use.png
767,knife,use,18,Invalid,7,24,0.081709000000000004,2561,,screenshots/knife_18_use.png
768,knife,use,19,Small Wrap,3,1,-0.173933,2016,"0,0.871898,0.0572581,0.486328,0.00163031,-0.0266309,-0.986126,0.163847,-0.0955602,0.488962,-0.155809,-0.858277,0.0262217,0,2.51327,2.12923,2.51523",screenshots/knife_19_use.png
805,light_bulb,handoff,6,Precision Sphere,5,2,0.071027000000000007,2839,"1,0.964719,0.0781175,0.251425,-0.0200479,0.130961,-0.970826,-0.200863,0.0132157,0.228399,0.226703,-0.946805,0.112097,0.578498,1.45797,0,1.11984",screenshots/light_bulb_6_handoff.png
806,light_bulb,handoff,7,Power Sphere,4,1,0.092962000000000003,3062,"0,-0.0416938,0.0930643,-0.994786,0.0606152,-0.394655,-0.916221,-0.0691734,0.0189736,-0.917883,0.389714,0.074929,0.00879667,0.292748,1.22738,0.348921,1.39192",screenshots/light_bulb_7_handoff.png
807,light_bulb,handoff,8,Medium Wrap,2,1,-0.097701999999999997,2660,"0,-0.814049,0.168202,-0.555906,0.0401998,0.509866,-0.251403,-0.822698,0.0327824,-0.278136,-0.953155,0.118893,-0.0167482,0,1.20075,1.54438,1.41988",screenshots/light_bulb_8_handoff.png
808,light_bulb,handoff,9,Precision Sphere,5,1,-0.016594999999999999,548,"0,-0.459706,-0.120582,-0.879847,0.0845017,-0.631561,0.740909,0.228439,-0.0506741,0.624341,0.660692,-0.416755,0.0272212,0.339214,2.13307,1.01865,1.45365",screenshots/light_bulb_9_handoff.png
809,light_bulb,handoff,10,Precision,6,5,-0.017214,1696,"4,-0.812154,-0.188656,-0.5521,0.0619493,-0.179668,-0.819424,0.544299,-0.0446988,-0.555089,0.54125,0.631604,-0.0355097,0,1.06353,1.39343,1.21131",screenshots/light_bulb_10_handoff.png
810,light_bulb,handoff,11,Precision,6,1,-0.072400999999999993,2996,"0,0.925304,0.134112,0.35472,-0.00248456,-0.0493272,0.969997,-0.238063,0.000713512,-0.376004,0.202784,0.904157,-0.0948147,0.0495309,1.01633,0.911878,1.33459",screenshots/light_bulb_11_handoff.png
811,light_bulb,handoff,12,Precision,6,1,-0.150751,3174,"0,-0.933599,-0.271249,-0.234128,0.0406706,-0.277718,0.960647,-0.00553916,0.0117453,0.226417,0.0598503,-0.97219,0.095921,0,1.04551,1.27465,0.99775",screenshots/light_bulb_12_handoff.png
812,light_bulb,handoff,13,Power Sphere,4,1,0.018606000000000001,2194,"0,0.636861,-0.0427952,-0.769791,0.0442341,0.364183,-0.863346,0.349291,-0.021469,-0.679543,-0.502794,-0.534246,0.0233887,0.147119,1.63355,0.312072,1.24395",screenshots/light_bulb_13_handoff.png
813,light_bulb,handoff,14,Power Sphere,4,1,0.12848599999999999,1685,"0,0.597744,0.146948,-0.788104,0.0359043,0.734364,0.293963,0.611796,-0.0381473,0.321576,-0.944453,0.067801,-0.0304629,0.0766712,1.57121,2.03645,0.973439",screenshots/light_bulb_14_handoff.png
814,light_bulb,handoff,15,Precision Sphere,5,1,-0.22688900000000001,27,"0,-0.0420886,-0.705082,0.707875,-0.0690025,-0.98875,0.131179,0.0718725,-0.0114778,-0.143534,-0.696886,-0.702671,0.0871461,0.0143027,1.22123,1.13296,1.02471",screenshots/light_bulb_15_handoff.png
815,light_bulb,handoff,16,Precision,6,1,0.017614999999999999,1712,"0,0.705973,-0.285666,-0.648071,0.0629954,0.54332,0.805427,0.236836,-0.00401209,0.454318,-0.51931,0.723817,-0.0530338,0.166065,1.41196,0,1.2136",screenshots/light_bulb_16_handoff.png
816,light_bulb,handoff,17,Precision,6,2,-0.025683000000000001,1043,"1,0.812142,-0.27098,0.516715,-0.0110347,0.0694868,0.924224,0.375475,-0.055105,-0.579307,-0.269033,0.769431,-0.0729586,0.0339857,1.0509,0.982097,1.30169",screenshots/light_bulb_17_handoff.png
817,light_bulb,handoff,18,Precision Sphere,5,1,0.068839999999999998,272,"0,0.357231,0.163615,-0.919573,0.0734923,-0.887872,0.365117,-0.279952,0.022218,0.289948,0.916471,0.2757,-0.0388381,0.181014,1.19261,1.64449,0.962346",screenshots/light_bulb_18_handoff.png
818,light_bulb,handoff,19,Medium Wrap,2,1,0.0084569999999999992,2660,"0,-0.841266,-0.0603868,-0.537239,0.0300579,0.52687,-0.314292,-0.789702,0.0276978,-0.121162,-0.947404,0.296219,-0.0237124,0,1.17214,1.55819,1.31714",screenshots/light_bulb_19_handoff.png
855,light_bulb,use,6,Medium Wrap,2,1,0.019896,624,"0,0.425433,0.0078574,-0.904955,0.0497848,-0.904019,-0.042603,-0.425363,0.0300733,-0.041896,0.999061,-0.0110217,-0.0175098,0.0376749,1.02772,2.01286,1.35303",screenshots/light_bulb_6_use.png
856,light_bulb,use,7,Medium Wrap,2,1,0.115769,848,"0,0.398878,0.114977,-0.909766,0.0509508,-0.292987,0.956086,-0.00762701,0.00617239,0.868939,0.269593,0.415048,-0.0252274,0.243602,1.54347,0,1.28376",screenshots/light_bulb_7_use.png
857,light_bulb,use,8,Precision,6,1,-0.030336999999999999,583,"0,-0.345509,0.0717046,0.935672,-0.0651739,0.19591,0.980618,-0.00280645,-0.0172872,-0.917738,0.182338,-0.35286,0.0247013,0.0503521,1.09268,0.973347,1.3214",screenshots/light_bulb_8_use.png
858,light_bulb,use,9,Medium Wrap,2,1,-0.014806,1910,"0,0.708283,0.0881592,-0.700401,0.0490249,-0.699629,-0.0445813,-0.713114,0.0262143,-0.0940927,0.995108,0.0301025,0.0082071,0.166815,1.48505,0.268948,1.19019",screenshots/light_bulb_9_use.png
859,light_bulb,use,10,Medium Wrap,2,1,-0.11611100000000001,1908,"0,0.819771,-0.254809,-0.512881,0.046443,-0.376667,0.434702,-0.81802,0.0308052,0.43139,0.863774,0.260378,-0.00535966,0.136155,1.71408,0.516291,1.31952",screenshots/light_bulb_10_use.png
860,light_bulb,use,11,Medium Wrap,2,1,-0.15182000000000001,1136,"0,0.857173,-0.0216048,-0.514575,0.0319815,0.453231,-0.442893,0.773582,-0.0343238,-0.244615,-0.896314,-0.369844,0.0163259,0.128941,1.52113,0.38921,1.22309",screenshots/light_bulb_11_use.png
861,light_bulb,use,12,Precision,6,1,-0.056036000000000002,3191,"0,0.965457,-0.257415,0.040387,0.0167178,-0.259824,-0.939407,0.223619,-0.0205168,-0.0196232,-0.226388,-0.973839,0.0903319,0.163277,1.15121,0,1.13803",screenshots/light_bulb_12_use.png
862,light_bulb,use,13,Medium Wrap,2,4,0.054628999999999997,1889,"3,-0.761313,-0.202243,-0.616036,0.0464156,0.554693,-0.695123,-0.457296,0.011248,-0.335736,-0.689857,0.641389,-0.0287951,0,1.07663,1.61445,1.44633",screenshots/light_bulb_13_use.png
863,light_bulb,use,14,Power Sphere,4,1,0.088890999999999998,144,"0,0.336213,0.0269508,-0.9414,0.0550684,-0.106615,-0.992076,-0.0664783,0.0127366,-0.935732,0.122719,-0.330675,0.0322265,0.3331,1.35411,0.183101,1.38447",screenshots/light_bulb_14_use.png
864,light_bulb,use,15,Precision,6,1,0.096994999999999998,2346,"0,0.167583,0.213847,-0.962385,0.0790373,0.171416,0.955,0.242055,-0.0406903,0.970841,-0.205533,0.123385,0.00526218,0.0643944,1.24843,1.00929,1.40712",screenshots/light_bulb_15_use.png
865,light_bulb,use,16,Precision Sphere,5,3,0.098682000000000006,1769,"2,-0.103803,0.930361,-0.351643,-0.0126107,-0.763343,-0.301171,-0.571492,0.0512549,-0.637599,0.209102,0.741447,-0.0808654,0.0475363,0.964981,0.468372,1.15974",screenshots/light_bulb_16_use.png
866,light_bulb,use,17,Medium Wrap,2,1,-0.159384,2260,,screenshots/light_bulb_17_use.png
867,light_bulb,use,18,Precision,6,1,0.0096150000000000003,420,"0,-0.973771,-0.220136,0.0575368,0.0342065,0.0410534,-0.418711,-0.907192,0.0623932,0.223797,-0.881034,0.416766,-0.0408846,0.123253,1.27899,0,1.16412",screenshots/light_bulb_18_use.png
868,light_bulb,use,19,Precision Sphere,5,4,-0.02452,1708,"3,0.233359,0.74479,-0.625165,0.0801227,-0.63124,0.605063,0.485215,-0.0705276,0.739648,0.2814,0.611338,-0.0576437,0.447411,1.33838,0.960575,1.34836",screenshots/light_bulb_19_use.png
905,mouse,handoff,6,Power Sphere,4,1,-0.052014999999999999,201,"0,-0.318247,0.909442,0.267644,-0.0286312,0.395457,-0.129231,0.909347,-0.0328161,0.861587,0.395239,-0.318518,0.0249927,1.22456,1.65661,0.899245,1.4602",screenshots/mouse_6_handoff.png
906,mouse,handoff,7,Power Sphere,4,1,0.047412999999999997,156,"0,-0.569648,-0.812467,0.124088,0.0180667,-0.149446,-0.0460694,-0.987696,0.041138,0.808187,-0.581184,-0.0951766,0.0165288,1.52596,1.55383,0.169453,1.38191",screenshots/mouse_7_handoff.png
907,mouse,handoff,8,Medium Wrap,2,1,-0.098611000000000004,176,"0,0.978701,0.0735736,0.191652,0.0200377,0.205281,-0.342606,-0.916778,0.0378376,-0.00178932,0.936594,-0.350413,0.034159,0,1.08661,1.50625,1.24005",screenshots/mouse_8_handoff.png
908,mouse,handoff,9,Power Sphere,4,1,0.043209999999999998,3194,"0,0.0187297,-0.999745,0.0126104,0.0228777,0.0291085,-0.0120622,-0.999503,0.0345135,0.999401,0.0190873,0.0288751,-0.0114062,1.71066,1.42738,0.647838,1.56297",screenshots/mouse_9_handoff.png
909,mouse,handoff,10,Medium Wrap,2,1,-0.20435700000000001,176,"0,0.995094,0.0959219,0.0242307,0.0266079,0.0462591,-0.234611,-0.970988,0.0371927,-0.0874542,0.967345,-0.237898,0.0269272,0.000331167,1.10121,1.50866,1.20893",screenshots/mouse_10_handoff.png
910,mouse,handoff,11,Precision Sphere,5,7,0.010485,2814,"6,-0.243258,-0.969484,-0.0304214,-0.00697855,-0.348862,0.116713,-0.929878,0.113655,0.905052,-0.215588,-0.366608,0.0579212,0.150374,1.23505,1.38483,0.829829",screenshots/mouse_11_handoff.png
